word,ipa_toned,clean_text,category,audio_path,duration
okunyaata,okuɲáːta,((v.)) - - to eat food without sauce at all or with little. They ate food without source last night,abstract,okunyaata.wav,0
okunyaaza,okuɲáːza,((v.)) - - to subdue someone or something. He was proud of his clothes now fire has managed him and burnt them,abstract,okunyaaza.wav,0
okunyabagira,okuɲaβagíɾa,((v.)) - - to finish a task quickly through a combined effort. They finished the food because it was little,abstract,okunyabagira.wav,0
okunyabangura,okuɲaβaŋúɾa,((v.)) - - to cane repeatedly. The woman has caned the child repeatedly,abstract,okunyabangura.wav,0
okunyabanya,okuɲaβáɲa,to eat fast and finish the little food available,abstract,okunyabanya.wav,0
okunyabura,okuɲaβúɾa,((v.)) - - to whip or lash. He was beaten because of making a lot of noise,abstract,okunyabura.wav,0
okunyafura,okuɲafúɾa,((v.)) - - to beat or hit somebody or something hard and repeatedly especially with a stick or the hand. I saw her beating the child,abstract,okunyafura.wav,0
okunyaga,okuɲága,((v.)) - -  to capture and take into one's posession or control using force.  to plunder or raid. 3) to swindle. 4) to defraud. 5) to rustle,abstract,okunyaga.wav,0
okunyakura,okuɲakúɾa,((v.)) - - to take something from someone quickly. They have grabbed a watch from the woman,abstract,okunyakura.wav,0
okunyampa,okuɲámpa,((v.)) - - (of human beings and animals) to fart. When children eat a lot they gas,abstract,okunyampa.wav,0
okunyamura,okuɲamúɾa,((v.)) - - to snatch,abstract,okunyamura.wav,0
okunyangara,okuɲaŋáɾa,((v.)) - - to improve a little. Tomatoes improved slowly during the dry season,abstract,okunyangara.wav,0
okunyangarara,okuɲaŋaɾáɾa,((v.)) - - to ail or suffer for long,abstract,okunyangarara.wav,0
okunyankura,okuɲankúɾa,((v.)) - - to snatch. The thief snatched my bag and went away,abstract,okunyankura.wav,0
okunyanyaasa,okuɲaɲáːsa,to shine and reflect light,abstract,okunyanyaasa.wav,0
okunyanyaata,okuɲaɲáːta,((v.)) - - to be deliberately unaudible. When you eat red pepper it irritates you in the mouth. okunyeenya1 v. (of salt) to turn into liquid. He kept salt and it turned liquid. okunyeenya2 v. to shake something lightly,abstract,okunyanyaata.wav,0
okunyeeta,okuɲéːta,((v.)) - - to grow and become mature,abstract,okunyeeta.wav,0
okunyeeta-buroro,okuɲeːta-βuɾóɾo,to grow up a lazy person not knowing to do any work. The other girl grew up a lazy person like Bahima's nose,abstract,okunyeeta-buroro.wav,0
okunyega,okuɲéga,((v.)) - - to make a slight movement or change position slightly. He made a slight move such that they don't shoot him,abstract,okunyega.wav,0
okunyegyera,okuɲeɟéɾa,((v.)) - - to go a slope. He went up the hill to bring grass,abstract,okunyegyera.wav,0
okunyenya,okuɲéɲa,((v.)) - - (of solids) to melt and change into liquids. It rained a lot and and the rock salt in the store melted,abstract,okunyenya.wav,0
okunyenyeeza,okuɲeɲéːza,to begin to have light. It rained too much and after wards it began shining,abstract,okunyenyeeza.wav,0
okunyiga,okuɲíga,((v.)) - - to press,abstract,okunyiga.wav,0
okunyiganyiga,okuɲigaɲíga,((v.)) - - wobble,abstract,okunyiganyiga.wav,0
okunyigimba,okuɲigímβa,((v.)) - - (usually of the bride and bridegroom) to walk gracefully on their wedding day. The bride and the bridegroom have matched well today,abstract,okunyigimba.wav,0
okunyiginya,okuɲigíɲa,((v.)) - - to shake a body part as in dancing,abstract,okunyiginya.wav,0
okunyiiga,okuɲíːga,fix or draw nearer e.g. war. The woman tightened the door,abstract,okunyiiga.wav,0
okunyimbanyimba,okuɲimβaɲímβa,((v.)) - - to match slowly sometimes following a certain rythm. The bride and the groom matched slowly to cut the cake,abstract,okunyimbanyimba.wav,0
okunyimbuka,okuɲimβúka,((v.)) - - to move slowly. I found her moving slowly,abstract,okunyimbuka.wav,0
okunyinya,okuɲíɲa,((v.)) - - to be stunted in growth and look unhealthy. I grew cassava and it became stunted due to cassava disease,abstract,okunyinya.wav,0
okunyinyika,okuɲiɲíka,((v.)) - - to behave scornfully in a naughty manner,abstract,okunyinyika.wav,0
okunyirira,okuɲiɾíɾa,smart a nd clean. All your children look smart,abstract,okunyirira.wav,0
okunyizyanyizya,okuɲizyaɲízya,((v.)) - - to become or make something loose or not firmly fixed. After eating he loosened his belt,abstract,okunyizyanyizya.wav,0
okunyoganyoga,okuɲogaɲóga,(especially of maggots). okunyogontoka2 v.  to get burnt completely.  to be scalded all over,abstract,okunyoganyoga.wav,0
okunyogonya,okuɲogóɲa,((v.)) - - (of women) to feel a severe pain in the stomach an indication that something bad is going to happen to her especially miscarriage,abstract,okunyogonya.wav,0
okunyogoza,okuɲogóza,((v.)) - - to harvest young food stuffs. When famine came in they harvested young matoke,abstract,okunyogoza.wav,0
okunyohoka,okuɲohóka,((v.)) - -  to offer something to someone or to provide them with it. The woman has decided to give out school fees for her child.  to pay attention. 3) to learn and know by heart,abstract,okunyohoka.wav,0
okunyohora,okuɲohóɾa,((v.)) - - to have a miscarriage especially among animals. okunyohwa1 v. to feel chilly (at onset of illness). She felt chilly because of malaria fever. okunyohwa2 v. to have goose-flesh,abstract,okunyohora.wav,0
okunyoka,okuɲóka,((v.)) - - to be fecund,abstract,okunyoka.wav,0
okunyombooka,okuɲomβóːka,((v.)) - - to walk away at a slow pace in okunyomboroka okunywegyera 128,abstract,okunyombooka.wav,0
okunyomboroka,okuɲomβoɾóka,((v.)),abstract,okunyomboroka.wav,0
okunyongota,okuɲoŋóta,((v.)) - - to crawl. A snail crawls on the ground,abstract,okunyongota.wav,0
okunyonkoba,okuɲonkóβa,((v.)) - - to be concious or conceited about one's looks (said of girls). When the girl joined the university she bacame proud,abstract,okunyonkoba.wav,0
okunyontora,okuɲontóɾa,((v.)) - - to pull out something from another. He removed the seed of an ovaccado,abstract,okunyontora.wav,0
okunyooma,okuɲóːma,((v.)) - - to despise,abstract,okunyooma.wav,0
okunyoomooza,okuɲoːmóːza,((v.)) - - to provoke someone r something to the limits. That woman disturbs her mother-in-law,abstract,okunyoomooza.wav,0
okunyoora,okuɲóːɾa,((v.)) - - to screw or wind things using a short slender sharp pointed metal pin with a raised helical thread running around it and a knotted head by being rotated so that it pierces wood or meterial and is held tightly in place,abstract,okunyoora.wav,0
okunyorora,okuɲoɾóɾa,((v.)),abstract,okunyorora.wav,0
okunyororoza,okuɲoɾoɾóza,((v.)) - - (of the stomach) to produce a grumbling sound. okunyubura1 v. to harvest millet which is not ready. They harvested millet when it was not yet ready because of famine. okunyubura2 v.  to pul out of sheath.  to peel off,abstract,okunyororoza.wav,0
okunyuguntuka,okuɲuguntúka,amount or become more advanced. omwana ogu nanyuguntuka buriizoba,abstract,okunyuguntuka.wav,0
okunyuguntura,okuɲuguntúɾa,to elongate,abstract,okunyuguntura.wav,0
okunyugunya,okuɲugúɲa,((v.)) - - to shake around the waiste. This girl walks while shaking the waiste,abstract,okunyugunya.wav,0
okunyukura,okuɲukúɾa,((v.)) - - to pull something out of where it is fixed. He uprooted a root of a yam,abstract,okunyukura.wav,0
okunyungurura,okuɲuŋuɾúɾa,((v.)) - - to shift the animal that has been tethered from one area to another. The children have gone to shift goats to another place,abstract,okunyungurura.wav,0
okunyungutira,okuɲuŋutíɾa,or to move the tongue and muscles of the mouth around something inside your mouth often in order to dissolve it. obu nabaire nkiri muto nkaba nkunda kunyungutira eminekye. when I was still young I used to suck yellow banana,abstract,okunyungutira.wav,0
okunyungutura,okuɲuŋutúɾa,((v.)) - - to pour liquid half way,abstract,okunyungutura.wav,0
okunyunkuura,okuɲunkúːɾa,((v.)) - - to squeeze hard,abstract,okunyunkuura.wav,0
okunyunkuuza,okuɲunkúːza,((v.)) - - to suck the breast for a very long time,abstract,okunyunkuuza.wav,0
okunyurura,okuɲuɾúɾa,((v.)) - - to pull. They pulled him out of the house. okunyururuka1 v. (of a person or animal) to grow thin and become weak. This lady is growing thin everyday because of sickness. okunyururuka2 v. to be elastic,abstract,okunyurura.wav,0
okunyuuka,okuɲúːka,resulting into juice,abstract,okunyuuka.wav,0
okunyuunya,okuɲúːɲa,make it wet. People lick up sweet pototoes,abstract,okunyuunya.wav,0
okunyuunyira,okuɲuːɲíɾa,((v.)) - - to cuck mucus from the nose of a young child. They removed the mucus from the nose of the kid so as to enable it breath well,abstract,okunyuunyira.wav,0
okunyuunyuura,okuɲuːɲúːɾa,((v.)) - - to malnourish,abstract,okunyuunyuura.wav,0
okunywa,okúɲwa,((v.)) - - to drink,abstract,okunywa.wav,0
okunywana,okuɲwána,((v.)) - - to make friends,abstract,okunywana.wav,0
okunywanisa,okuɲwanísa,((v.)) - - to reconcile,abstract,okunywanisa.wav,0
okunywegyera,okuɲweɟéɾa,((v.)) - - to kiss,abstract,okunywegyera.wav,0
okunywera-omufunguro,okuɲweɾa-omufuŋúɾo,to accept to suffer for someone else. okunyweza to hold or tie tight. He tied firewood tightly,abstract,okunywera-omufunguro.wav,0
okupaatiika,okupaːtíːka,((v.)) - - to falsely attribute something else. He accused him falsely that he raped her,abstract,okupaatiika.wav,0
okupaaza,okupáːza,((v.)) - - to guess. He was trying to sow clothes,abstract,okupaaza.wav,0
okupakira,okupakíɾa,((v.)) - - to pack,abstract,okupakira.wav,0
okupakuka,okupakúka,((v.)) - - to flicker,abstract,okupakuka.wav,0
okupamparika,okupampaɾíka,((v.)) - - to behave in a jumpy way. Your daughter is jumpy,abstract,okupamparika.wav,0
okupanga,okupáŋa,((v.)) - - to pile. He piled a kiln of blocks,abstract,okupanga.wav,0
okupangisa,okupaŋísa,buildings,abstract,okupangisa.wav,0
okupapa,okupápa,((v.)) - - to panic,abstract,okupapa.wav,0
okupapaza,okupapáza,((v.)) - - to flutter,abstract,okupapaza.wav,0
okupashura,okupaʃúɾa,((v.)) - - to break away quickly or suddenly,abstract,okupashura.wav,0
okupatana,okupatána,provide one with a service,abstract,okupatana.wav,0
okupatika,okupatíka,((v.)) - - to falsely attribute something to something else. He accused her falsely that she is the one who stole the money,abstract,okupatika.wav,0
okupeerereza,okupeːɾeɾéza,((v.)) - - to investigate. upelelezi>],abstract,okupeerereza.wav,0
okupeeruuka,okupeːɾúːka,((v.)) - - to be pale,abstract,okupeeruuka.wav,0
okupempura,okupempúɾa,((v.)) - - to break a piece from a wholesome thing. She gave me a piece of the bread she was eating,abstract,okupempura.wav,0
okupiipa,okupíːpa,((v.)) - - to shiver. He shivered after it rained,abstract,okupiipa.wav,0
okupika,okupíka,((v.)) - - to pump,abstract,okupika.wav,0
okupima,okupíma,((v.)) - - to measure or weigh,abstract,okupima.wav,0
okupinga,okupíŋa,((v.)) - - to refuse. kupinga],abstract,okupinga.wav,0
okupipira,okupipíɾa,((v.)) - - to misfire (said of an internal combustion engine),abstract,okupipira.wav,0
okuponga,okupóŋa,((v.)) - - to be proud,abstract,okuponga.wav,0
okupopona,okupopóna,((v.)) - - to crunch,abstract,okupopona.wav,0
okupukura,okupukúɾa,((v.)) - - to stab,abstract,okupukura.wav,0
okupumpura,okupumpúɾa,((v.)) - - to suffer from Nagana (Trypanosomiasis). His cows are suffering from Nagana,abstract,okupumpura.wav,0
okupuuya,okupúːya,((v.)) - - false pregnancy in dogs; a dog looks like it is pregnant but it is not,abstract,okupuuya.wav,0
okupuya,okupúya,((v.)) - - to be with poorly developed teats,abstract,okupuya.wav,0
okuraaha,okuɾáːha,((v.)) - - to castrate,abstract,okuraaha.wav,0
okuraakuuza,okuɾaːkúːza,((v.)) - - to shout at,abstract,okuraakuuza.wav,0
okuraama,okuɾáːma,((v.)) - - to make a will. okuraara1 v. to spend a night in a place. John has gone to spend a night at his uncle's place. okuraara2 v. (of a flame) to go ou t. The lamp has gone out,abstract,okuraama.wav,0
okuraarakwo,okuɾaːɾákwo,((v.)) - - to sleep without eating or without supper. When they arrived we had finished supper so they slept without eating,abstract,okuraarakwo.wav,0
okuraarika,okuɾaːɾíka,((v.)) - - to notify,abstract,okuraarika.wav,0
okuraaririza,okuɾaːɾiɾíza,((v.)) - - to track someone or an animal. okuraata okurahutsya 130,abstract,okuraaririza.wav,0
okuraata,okuɾáːta,((v.)) - - to brag,abstract,okuraata.wav,0
okuraatuura,okuɾaːtúːɾa,((v.)) - - (slang for) to beat,abstract,okuraatuura.wav,0
okuraaya,okuɾáːya,the bigger ones will eat faster than the young ones,abstract,okuraaya.wav,0
okuraazaraazana,okuɾaːzaɾaːzána,((v.)) - - to eat greedly when many of you are eating together. okuraba1 v. to tithe,abstract,okuraazaraazana.wav,0
okurabamu,okuɾaβámu,((v.)) - - to pass through,abstract,okurabamu.wav,0
okurabana-empyori,okuɾaβana-empyóɾi,((v.)) - - to pass each other unwittingly,abstract,okurabana-empyori.wav,0
okurabanaho-empyori,okuɾaβanaho-empyóɾi,passing each other inadvertently,abstract,okurabanaho-empyori.wav,0
okurabanisa,okuɾaβanísa,((v.)) - - to intertwine,abstract,okurabanisa.wav,0
okurabira,okuɾaβíɾa,not a stooge. okurabuka2 n. to give gifts a newly married wife by her inlaws at a ceremony and members of the family tell her their likes and dislikes,abstract,okurabira.wav,0
okurabura,okuɾaβúɾa,((v.)) - - to warn or alert someone. The police man has warned drivers about the accident ahead,abstract,okurabura.wav,0
okurabya,okuɾáβya,((v.)) - - to blossom or produce flowers massively,abstract,okurabya.wav,0
okuraca,okuɾáca,((v.)) - - to pay homage to the king using a sweet tongue. okuraga1 v.  to bequeath to. His father bequeathed the banana plantation to him.  the act of the family head choosing a successor. Rumaani has made his last born his heir. okuraga2 v. to bid farewel. He went without biding farewel,abstract,okuraca.wav,0
okuragaana,okuɾagáːna,((v.)) - - to make agreement with someone. We made an agreement that he pays me on the fifth,abstract,okuragaana.wav,0
okuragaanisa,okuɾagaːnísa,((v.)) - - to promise,abstract,okuragaanisa.wav,0
okuraga-bunyena,okuɾaga-βuɲéna,others you do not,abstract,okuraga-bunyena.wav,0
okuragaija,okuɾagaíja,((v.)) - - to make something that is not firmly fixed. He fell down and the teeth became loose,abstract,okuragaija.wav,0
okuraganisa,okuɾaganísa,that he will give or do something. My elder brother promised to buy me a car,abstract,okuraganisa.wav,0
okuragara,okuɾagáɾa,((v.)) - -  to drop.  to abandon or desert at the last minute,abstract,okuragara.wav,0
okuragarika,okuɾagaɾíka,((v.)) - - to drop and scatter,abstract,okuragarika.wav,0
okuragaza,okuɾagáza,((v.)) - - to wipe off,abstract,okuragaza.wav,0
okuragiira,okuɾagíːɾa,to command or to direct,abstract,okuragiira.wav,0
okuragiiza,okuɾagíːza,((v.)) - - to make incessant demands. okuragura1 v. to heal a disease by use of drugs. The doctor has gone to the hospital to treat patients. okuragura2 v. to foretell about something that is going to happen in the near future,abstract,okuragiiza.wav,0
